region,province,municipality,registeredVoters,actualVoters,overVotes,underVotes
REGION X,BUKIDNON,CITY OF VALENCIA,134171,116546,33624,466111
REGION X,BUKIDNON,DAMULOG,21655,17563,3888,101693
REGION X,BUKIDNON,DANGCAGAN,18916,16562,3684,86713
REGION X,BUKIDNON,DON CARLOS,46120,40448,11976,192225
REGION X,BUKIDNON,IMPASUG-ONG,36202,32372,5460,217233
REGION X,BUKIDNON,KADINGILAN,26688,22145,5892,123253
REGION X,BUKIDNON,KALILANGAN,27913,23817,7032,95126
REGION X,BUKIDNON,KIBAWE,28321,25218,6024,140443
REGION X,BUKIDNON,KITAOTAO,33801,27557,7692,140869
REGION X,BUKIDNON,LANTAPAN,41692,35669,8556,197030
REGION X,BUKIDNON,LIBONA,31137,28456,5796,166444
REGION X,BUKIDNON,MALITBOG,20887,19111,3804,133346
REGION X,BUKIDNON,MANOLO FORTICH,67460,60066,14304,305255
REGION X,BUKIDNON,MARAMAG,65837,56645,19212,246270
REGION X,BUKIDNON,PANGANTUCAN,38157,33136,8016,188780
REGION X,BUKIDNON,QUEZON,69719,59038,18912,285159
REGION X,BUKIDNON,SAN FERNANDO,40231,35234,8304,201924
REGION X,BUKIDNON,SUMILAO,19294,17794,2688,121889
REGION X,BUKIDNON,TALAKAG,50078,45161,10128,286269
REGION X,CAMIGUIN,CATARMAN,12507,11229,2280,35768
REGION X,CAMIGUIN,GUINSILIBAN,5419,4925,1056,11844
REGION X,CAMIGUIN,MAHINOG,10919,9720,2952,22880
REGION X,CAMIGUIN,MAMBAJAO,27913,25733,8496,44860
REGION X,CAMIGUIN,SAGAY,9240,8185,1752,25549
REGION X,LANAO DEL NORTE,BACOLOD,15531,12626,3396,37450
REGION X,LANAO DEL NORTE,BALOI,21449,16792,5220,68451
REGION X,LANAO DEL NORTE,BAROY,19290,16174,4680,73088
REGION X,LANAO DEL NORTE,CITY OF ILIGAN,185812,158396,58584,380186
REGION X,LANAO DEL NORTE,KAPATAGAN,34669,29307,8976,111181
REGION X,LANAO DEL NORTE,KAUSWAGAN,14940,12851,4068,48506
REGION X,LANAO DEL NORTE,KOLAMBUGAN,17466,14610,4764,55944
REGION X,LANAO DEL NORTE,LALA,48444,41440,11100,170901
REGION X,LANAO DEL NORTE,LINAMON,12551,10729,3096,35867
REGION X,LANAO DEL NORTE,MAGSAYSAY,12348,8205,2508,41618
REGION X,LANAO DEL NORTE,MAIGO,15229,12614,3948,53751
REGION X,LANAO DEL NORTE,MATUNGAO,8415,6642,1860,32084
REGION X,LANAO DEL NORTE,MUNAI,13423,10726,2208,44919
REGION X,LANAO DEL NORTE,NUNUNGAN,3023,2466,108,18652
REGION X,LANAO DEL NORTE,PANTAO RAGAT,12152,11963,1368,15827
REGION X,LANAO DEL NORTE,PANTAR,11829,8710,960,61347
REGION X,LANAO DEL NORTE,POONA PIAGAPO,12897,10834,1740,79385
REGION X,LANAO DEL NORTE,SALVADOR,13363,12913,3456,14222
REGION X,LANAO DEL NORTE,SAPAD,11860,10576,3660,15601
REGION X,LANAO DEL NORTE,SULTAN NAGA DIMAPORO,29456,27368,7836,32137
REGION X,LANAO DEL NORTE,TAGOLOAN,8846,6888,1488,43855
REGION X,LANAO DEL NORTE,TANGCAL,7004,6541,972,25243
REGION X,LANAO DEL NORTE,TUBOD,31369,26505,9936,104151
REGION X,MISAMIS OCCIDENTAL,ALORAN,20411,16418,4596,48620
REGION X,MISAMIS OCCIDENTAL,BALIANGAO,11906,10024,2652,22989
REGION X,MISAMIS OCCIDENTAL,BONIFACIO,22922,19759,6420,51512
REGION X,MISAMIS OCCIDENTAL,CALAMBA,15751,12859,5052,24876
REGION X,MISAMIS OCCIDENTAL,CITY OF OROQUIETA,53985,42436,12504,135806
REGION X,MISAMIS OCCIDENTAL,CITY OF OZAMIS,99381,84099,27360,110187
REGION X,MISAMIS OCCIDENTAL,CITY OF TANGUB,46336,39656,13656,89737
REGION X,MISAMIS OCCIDENTAL,CLARIN,26372,22579,7524,50402
REGION X,MISAMIS OCCIDENTAL,CONCEPCION,3511,2814,432,5347
REGION X,MISAMIS OCCIDENTAL,DON VICTORIANO CHIONGBIAN,7129,5896,2040,17320
REGION X,MISAMIS OCCIDENTAL,JIMENEZ,22272,19227,3792,66409
REGION X,MISAMIS OCCIDENTAL,LOPEZ JAENA,18771,16039,3348,49924
REGION X,MISAMIS OCCIDENTAL,PANAON,7429,6106,1596,20987
REGION X,MISAMIS OCCIDENTAL,PLARIDEL,31206,26297,4788,113328
REGION X,MISAMIS OCCIDENTAL,SAPANG DALAGA,14982,12114,2784,25668
REGION X,MISAMIS OCCIDENTAL,SINACABAN,15060,11688,3360,20058
REGION X,MISAMIS OCCIDENTAL,TUDELA,19421,16861,4668,36367
REGION X,MISAMIS ORIENTAL,ALUBIJID,22250,20135,5172,102710
REGION X,MISAMIS ORIENTAL,BALINGASAG,52740,46561,14760,220864
REGION X,MISAMIS ORIENTAL,BALINGOAN,9241,8095,1548,45263
REGION X,MISAMIS ORIENTAL,BINUANGAN,7590,6768,1356,36815
REGION X,MISAMIS ORIENTAL,CITY OF CAGAYAN DE ORO,414695,351176,122268,1069166
REGION X,MISAMIS ORIENTAL,CITY OF EL SALVADOR,46809,41926,14604,172010
REGION X,MISAMIS ORIENTAL,CITY OF GINGOOG,96058,83677,24816,407086
REGION X,MISAMIS ORIENTAL,CLAVERIA,38484,33245,9216,178019
REGION X,MISAMIS ORIENTAL,GITAGUM,15828,14301,4092,74860
REGION X,MISAMIS ORIENTAL,INITAO,22793,19445,6720,84049
REGION X,MISAMIS ORIENTAL,JASAAN,39516,33561,8268,147529
REGION X,MISAMIS ORIENTAL,KINOGUITAN,12537,11305,2280,66519
REGION X,MISAMIS ORIENTAL,LAGONGLONG,19028,17237,4428,85817
REGION X,MISAMIS ORIENTAL,LAGUINDINGAN,21128,18932,5292,88854
REGION X,MISAMIS ORIENTAL,LIBERTAD,11180,9915,2652,52443
REGION X,MISAMIS ORIENTAL,LUGAIT,15293,13718,3228,70900
REGION X,MISAMIS ORIENTAL,MAGSAYSAY,24662,21615,6120,115409
REGION X,MISAMIS ORIENTAL,MANTICAO,22125,18618,5568,82545
REGION X,MISAMIS ORIENTAL,MEDINA,26525,23653,6060,114816
REGION X,MISAMIS ORIENTAL,NAAWAN,16357,14385,3600,70205
REGION X,MISAMIS ORIENTAL,OPOL,39343,34000,9816,145755
REGION X,MISAMIS ORIENTAL,SALAY,22374,20051,4380,107477
REGION X,MISAMIS ORIENTAL,SUGBONGCOGON,9758,8899,2016,47525
REGION X,MISAMIS ORIENTAL,TAGOLOAN,49826,42246,13980,171597
REGION X,MISAMIS ORIENTAL,TALISAYAN,20398,18292,4020,106904
REGION X,MISAMIS ORIENTAL,VILLANUEVA,29759,26766,7812,117696
REGION XI,DAVAO DE ORO,COMPOSTELA,61803,54864,14352,227188
REGION XI,DAVAO DE ORO,LAAK,57135,52164,13788,259530
REGION XI,DAVAO DE ORO,MABINI,31560,27855,6744,119854
REGION XI,DAVAO DE ORO,MACO,63871,55260,12336,248650
REGION XI,DAVAO DE ORO,MARAGUSAN,46326,41967,10164,199166
REGION XI,DAVAO DE ORO,MAWAB,29077,26037,6816,114692
REGION XI,DAVAO DE ORO,MONKAYO,67089,59628,16524,283455
REGION XI,DAVAO DE ORO,MONTEVISTA,33780,30194,6408,158899
REGION XI,DAVAO DE ORO,NABUNTURAN,53977,48803,12516,180258
REGION XI,DAVAO DE ORO,NEW BATAAN,36826,33291,7188,170614
REGION XI,DAVAO DE ORO,PANTUKAN,66946,60566,18384,283327
REGION XI,DAVAO DEL NORTE,ASUNCION,42484,35519,9204,144868
REGION XI,DAVAO DEL NORTE,BRAULIO E. DUJALI,22834,18550,5076,70065
REGION XI,DAVAO DEL NORTE,CARMEN,52421,44087,11988,141683
REGION XI,DAVAO DEL NORTE,CITY OF PANABO,131807,109802,35832,310193
REGION XI,DAVAO DEL NORTE,CITY OF TAGUM,177351,146244,44268,432796
REGION XI,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,87944,76399,14412,280610
REGION XI,DAVAO DEL NORTE,KAPALONG,52281,44478,14256,148397
REGION XI,DAVAO DEL NORTE,NEW CORELLA,38200,33653,8124,147699
REGION XI,DAVAO DEL NORTE,SAN ISIDRO,20363,17441,3540,78811
REGION XI,DAVAO DEL NORTE,SANTO TOMAS,74990,63276,18324,203975
REGION XI,DAVAO DEL NORTE,TALAINGOD,16774,12876,2232,87468
REGION XI,DAVAO DEL SUR,BANSALAN,50818,39618,10908,134522
REGION XI,DAVAO DEL SUR,CITY OF DAVAO,1006592,777237,204948,1680381
REGION XI,DAVAO DEL SUR,CITY OF DIGOS,117797,94936,32448,263748
REGION XI,DAVAO DEL SUR,HAGONOY,38009,32508,8868,126292
REGION XI,DAVAO DEL SUR,KIBLAWAN,29957,26167,6864,125172
REGION XI,DAVAO DEL SUR,MAGSAYSAY,40313,32235,11304,100410
REGION XI,DAVAO DEL SUR,MALALAG,26106,22025,4644,106501
REGION XI,DAVAO DEL SUR,MATANAO,41053,35759,9744,140074
REGION XI,DAVAO DEL SUR,PADADA,22802,19125,3924,73183
REGION XI,DAVAO DEL SUR,SANTA CRUZ,71060,55789,16476,203800
REGION XI,DAVAO DEL SUR,SULOP,27312,22977,7596,80247
REGION XI,DAVAO OCCIDENTAL,DON MARCELINO,25810,20736,6384,128334
REGION XI,DAVAO OCCIDENTAL,JOSE ABAD SANTOS,52136,35891,8208,257990
REGION XI,DAVAO OCCIDENTAL,MALITA,74037,53425,22140,214429
REGION XI,DAVAO OCCIDENTAL,SANTA MARIA,36062,29624,6144,144040
REGION XI,DAVAO OCCIDENTAL,SARANGANI,17122,11700,2520,79377
REGION XI,DAVAO ORIENTAL,BAGANGA,41592,37205,13068,172223
REGION XI,DAVAO ORIENTAL,BANAYBANAY,33199,26833,7332,105688
REGION XI,DAVAO ORIENTAL,BOSTON,11497,10267,1992,51235
REGION XI,DAVAO ORIENTAL,CARAGA,32350,27670,5136,177848
REGION XI,DAVAO ORIENTAL,CATEEL,33776,28995,6624,156890
REGION XI,DAVAO ORIENTAL,CITY OF MATI,104843,93353,26940,432868
REGION XI,DAVAO ORIENTAL,GOVERNOR GENEROSO,43170,37431,10068,173772
REGION XI,DAVAO ORIENTAL,LUPON,50924,43230,12948,178833
REGION XI,DAVAO ORIENTAL,MANAY,30779,27074,8328,136834
REGION XI,DAVAO ORIENTAL,SAN ISIDRO,26631,23072,5664,104369
REGION XI,DAVAO ORIENTAL,TARRAGONA,24884,21289,6420,120300
REGION XII,COTABATO,ALAMADA,43395,35713,8592,178296
REGION XII,COTABATO,ALEOSAN,23645,19266,4296,100126
REGION XII,COTABATO,ANTIPAS,17871,15538,3048,74199
REGION XII,COTABATO,ARAKAN,32556,26879,6504,109174
REGION XII,COTABATO,BANISILAN,29033,24931,6708,118028
REGION XII,COTABATO,CARMEN,44392,40794,8844,190846
REGION XII,COTABATO,CITY OF KIDAPAWAN,96335,83371,20568,288945
REGION XII,COTABATO,KABACAN,47633,41183,11700,161855
REGION XII,COTABATO,LIBUNGAN,36630,30799,8580,127138
REGION XII,COTABATO,M'LANG,60644,50226,14220,212723
REGION XII,COTABATO,MAGPET,38763,33569,7152,166468
REGION XII,COTABATO,MAKILALA,58896,48796,13020,176196
REGION XII,COTABATO,MATALAM,50942,42318,11328,198996
REGION XII,COTABATO,MIDSAYAP,70866,58895,15804,192947
REGION XII,COTABATO,PIGKAWAYAN,34445,29366,8016,108574
REGION XII,COTABATO,PIKIT,37056,32424,6036,160751
REGION XII,COTABATO,PRESIDENT ROXAS,32383,26644,7476,115783
REGION XII,COTABATO,TULUNAN,42124,34129,9024,154011
REGION XII,SARANGANI,ALABEL,59895,49914,14004,256581
REGION XII,SARANGANI,GLAN,80443,50295,16416,268065
REGION XII,SARANGANI,KIAMBA,40377,33066,13416,154383
REGION XII,SARANGANI,MAASIM,43839,37290,8856,212010
REGION XII,SARANGANI,MAITUM,29827,23112,7668,107087
REGION XII,SARANGANI,MALAPATAN,47752,36139,11004,203311
REGION XII,SARANGANI,MALUNGON,71045,54837,25080,233715
REGION XII,SOUTH COTABATO,BANGA,56428,49208,12504,226101
REGION XII,SOUTH COTABATO,CITY OF GENERAL SANTOS,368454,282996,124440,742779
REGION XII,SOUTH COTABATO,CITY OF KORONADAL,126262,108872,31248,386028
REGION XII,SOUTH COTABATO,LAKE SEBU,49462,38961,12180,177306
REGION XII,SOUTH COTABATO,NORALA,30468,25784,6744,116820
REGION XII,SOUTH COTABATO,POLOMOLOK,114676,96663,32400,324870
REGION XII,SOUTH COTABATO,SANTO NIÑO,25676,21113,5112,95157
REGION XII,SOUTH COTABATO,SURALLAH,56248,47468,11568,212727
REGION XII,SOUTH COTABATO,T'BOLI,59837,51387,14700,263984
REGION XII,SOUTH COTABATO,TAMPAKAN,29735,24572,7512,101004
REGION XII,SOUTH COTABATO,TANTANGAN,28827,25033,5244,119767
REGION XII,SOUTH COTABATO,TUPI,50301,38932,11616,176604
REGION XII,SULTAN KUDARAT,BAGUMBAYAN,45803,36638,8940,192066
REGION XII,SULTAN KUDARAT,CITY OF TACURONG,61843,51158,20760,164436
REGION XII,SULTAN KUDARAT,COLUMBIO,22709,17805,3744,100623
REGION XII,SULTAN KUDARAT,ESPERANZA,46667,35750,9612,181698
REGION XII,SULTAN KUDARAT,ISULAN,73265,55735,22128,189524
REGION XII,SULTAN KUDARAT,KALAMANSIG,31592,25259,6504,145915
REGION XII,SULTAN KUDARAT,LAMBAYONG,51726,45970,9996,234694
REGION XII,SULTAN KUDARAT,LEBAK,59106,41437,12468,196608
REGION XII,SULTAN KUDARAT,LUTAYAN,37184,36121,9396,25549
REGION XII,SULTAN KUDARAT,PALIMBANG,42141,32718,6096,187251
REGION XII,SULTAN KUDARAT,PRESIDENT QUIRINO,28966,28266,5652,155927
REGION XII,SULTAN KUDARAT,SEN. NINOY AQUINO,31183,21250,4224,122182
REGION XIII,AGUSAN DEL NORTE,BUENAVISTA,52245,42142,13500,179510
REGION XIII,AGUSAN DEL NORTE,CARMEN,15408,12630,3492,67866
REGION XIII,AGUSAN DEL NORTE,CITY OF BUTUAN,220694,180745,72252,585235
REGION XIII,AGUSAN DEL NORTE,CITY OF CABADBARAN,54597,44453,16992,113455
REGION XIII,AGUSAN DEL NORTE,JABONGA,17167,14778,3036,72765
REGION XIII,AGUSAN DEL NORTE,KITCHARAO,13625,10980,2892,34999
REGION XIII,AGUSAN DEL NORTE,LAS NIEVES,21354,17560,6048,71552
REGION XIII,AGUSAN DEL NORTE,MAGALLANES,16517,13525,3996,50580
REGION XIII,AGUSAN DEL NORTE,NASIPIT,29798,24054,6768,87571
REGION XIII,AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,13565,10991,2712,49573
REGION XIII,AGUSAN DEL NORTE,SANTIAGO,15159,12248,3528,62174
REGION XIII,AGUSAN DEL NORTE,TUBAY,22257,19172,4152,90108
REGION XIII,AGUSAN DEL SUR,BUNAWAN,23003,18275,6576,55962
REGION XIII,AGUSAN DEL SUR,CITY OF BAYUGAN,64738,52693,17868,208063
REGION XIII,AGUSAN DEL SUR,ESPERANZA,33849,25959,12948,70453
REGION XIII,AGUSAN DEL SUR,LA PAZ,23824,20647,5076,124168
REGION XIII,AGUSAN DEL SUR,LORETO,25966,19246,6528,68627
REGION XIII,AGUSAN DEL SUR,PROSPERIDAD,49236,39409,13656,174922
REGION XIII,AGUSAN DEL SUR,ROSARIO,37015,32177,9528,169409
REGION XIII,AGUSAN DEL SUR,SAN FRANCISCO,50216,39153,10464,163557
REGION XIII,AGUSAN DEL SUR,SAN LUIS,21125,14931,6036,60338
REGION XIII,AGUSAN DEL SUR,SANTA JOSEFA,17502,14676,4020,68533
REGION XIII,AGUSAN DEL SUR,SIBAGAT,22080,19055,3744,107621
REGION XIII,AGUSAN DEL SUR,TALACOGON,23177,18727,5532,95792
REGION XIII,AGUSAN DEL SUR,TRENTO,33779,26448,8400,104678
REGION XIII,AGUSAN DEL SUR,VERUELA,21132,16359,6828,53093
REGION XIII,DINAGAT ISLANDS,BASILISA,14792,12798,3480,67163
REGION XIII,DINAGAT ISLANDS,CAGDIANAO,13114,11523,2832,69072
REGION XIII,DINAGAT ISLANDS,DINAGAT,8828,7570,1896,40966
REGION XIII,DINAGAT ISLANDS,LIBJO,13040,11602,2760,64109
REGION XIII,DINAGAT ISLANDS,LORETO,8150,6760,1248,37129
REGION XIII,DINAGAT ISLANDS,SAN JOSE,16438,14132,4224,65158
REGION XIII,DINAGAT ISLANDS,TUBAJON,6910,6290,684,43898
REGION XIII,SURIGAO DEL NORTE,ALEGRIA,13621,11309,3288,49641
REGION XIII,SURIGAO DEL NORTE,BACUAG,13152,11979,2496,59923
REGION XIII,SURIGAO DEL NORTE,BURGOS,4501,4071,600,26468
REGION XIII,SURIGAO DEL NORTE,CITY OF SURIGAO,108124,96217,35172,407228
REGION XIII,SURIGAO DEL NORTE,CLAVER,33102,28946,9456,119624
REGION XIII,SURIGAO DEL NORTE,DAPA,24658,22194,6720,105458
REGION XIII,SURIGAO DEL NORTE,DEL CARMEN,13341,11869,3408,60073
REGION XIII,SURIGAO DEL NORTE,GENERAL LUNA,20658,18609,5664,93040
REGION XIII,SURIGAO DEL NORTE,GIGAQUIT,14842,13036,3312,70634
REGION XIII,SURIGAO DEL NORTE,MAINIT,21282,18709,5004,85440
REGION XIII,SURIGAO DEL NORTE,MALIMONO,15021,13118,2784,63488
REGION XIII,SURIGAO DEL NORTE,PILAR,8989,8389,1776,45138
REGION XIII,SURIGAO DEL NORTE,PLACER,22183,18984,5628,76065
REGION XIII,SURIGAO DEL NORTE,SAN BENITO,5750,5084,1092,30457
REGION XIII,SURIGAO DEL NORTE,SAN FRANCISCO,14451,12748,3192,60981
REGION XIII,SURIGAO DEL NORTE,SAN ISIDRO,8276,7494,1764,42559
REGION XIII,SURIGAO DEL NORTE,SANTA MONICA,9709,8974,1620,55617
REGION XIII,SURIGAO DEL NORTE,SISON,12042,10746,2172,52322
REGION XIII,SURIGAO DEL NORTE,SOCORRO,17689,16586,4632,49785
REGION XIII,SURIGAO DEL NORTE,TAGANA-AN,14029,12478,3336,65386
REGION XIII,SURIGAO DEL NORTE,TUBOD,11636,10320,2124,46166
REGION XIII,SURIGAO DEL SUR,BAROBO,39312,34546,10116,165189
REGION XIII,SURIGAO DEL SUR,BAYABAS,7226,6442,1068,32954
REGION XIII,SURIGAO DEL SUR,CAGWAIT,15084,13429,3444,64049
REGION XIII,SURIGAO DEL SUR,CANTILAN,25823,21953,6132,92637
REGION XIII,SURIGAO DEL SUR,CARMEN,8629,7671,1668,40343
REGION XIII,SURIGAO DEL SUR,CARRASCAL,18603,16296,5568,70407
REGION XIII,SURIGAO DEL SUR,CITY OF BISLIG,72369,63682,17196,243709
REGION XIII,SURIGAO DEL SUR,CITY OF TANDAG,47996,42222,13272,171836
REGION XIII,SURIGAO DEL SUR,CORTES,14351,12934,2520,62535
REGION XIII,SURIGAO DEL SUR,HINATUAN,33553,29493,6756,149484
REGION XIII,SURIGAO DEL SUR,LANUZA,10245,9042,2292,49161
REGION XIII,SURIGAO DEL SUR,LIANGA,25350,21631,6624,91255
REGION XIII,SURIGAO DEL SUR,LINGIG,24720,21794,5760,119891
REGION XIII,SURIGAO DEL SUR,MADRID,13985,12492,3288,62321
REGION XIII,SURIGAO DEL SUR,MARIHATAG,15490,13583,2844,74568
REGION XIII,SURIGAO DEL SUR,SAN AGUSTIN,15281,13394,2736,64867
REGION XIII,SURIGAO DEL SUR,SAN MIGUEL,28243,24921,7548,134395
REGION XIII,SURIGAO DEL SUR,TAGBINA,30283,27006,6192,148502
REGION XIII,SURIGAO DEL SUR,TAGO,29325,25529,6828,124009
